Kontiopuiston lentopallokenttä|60.361504,25.09246
Jakomäen kentän kuntorata 600 m|60.261738,25.080706
Myntinsyrjän ryhmäpäivähoitola, kirjastoautopysäkki|60.197536,24.594713
Espoonkeskuksen palvelutalo|60.20711,24.653927
Lauttasaaren yhteiskoulun lukio, opiskeluterveydenhuolto|60.158207,24.862947
Helsingin kaupungin asunnot Oy|60.16832,24.949905
Käpylän palveluasumisryhmä|60.20544,24.947323
Kouluravintola, Timotei päiväkoti|60.244,24.85923
Lentotulli, postitulli|60.3086,24.976265
As Oy Merisaapas 3|60.147484,24.643196
Yhtenäiskoulun lukio 2013-2014|60.214165,24.94132
Kaitaanniityn päiväkoti, kirjastoautonpysäkki|60.14351,24.685177
Alueellinen keräyspiste, Ruotutorpankuja 15|60.246155,25.002777
Alueellinen keräyspiste, Lepsämänjoentie 19 / Ketuntie|60.343296,24.703701
Ihminen nousee roskalaatikosta / Arvo Kustaa Parkkila|60.16624,24.931717
Ylästön lentopallokenttä|60.274338,24.915535
Mainingin koulu liikuntasali|60.152718,24.643589
Käpylän tekojäärata|60.2059,24.943752
As Oy Kuunsäde 4|60.174397,24.723112
Alueellinen keräyspiste, Martinsillantie 10|60.161087,24.695778
Alueellinen keräyspiste, Pitkäsiima 24|60.357143,25.134514
Alueellinen keräyspiste, Juuritie 44|60.322433,24.86941
Alueellinen keräyspiste, Vaaralan Talkootie / Harjunreuna|60.266773,25.092913
Puisto, lähivirkistysalue tai vastaava|60.276978,25.09296
Alueellinen keräyspiste, Sänkitie / Vanha Hämeenkyläntie|60.23672,24.838343
Siltamäen ala-asteen koulu|60.271095,24.987747
Alueellinen keräyspiste, Ristipellontie 18|60.24145,24.843554
Iltapäivätoiminta / Arabian peruskoulu, Helsingin Jalkapalloklubi ry 2013-2014|60.204105,24.974644
Hotelli Rantasipi Airport (Restel)|60.296257,24.962187
Iltapäivätoiminta / Kulosaarentien kerhotila, Sari Wicklund|60.18524,25.002611
Alueellinen keräyspiste, Nihtisillankuja 2|60.209335,24.758797
Alueellinen keräyspiste, Tanotorventie 59|60.244648,24.889956
Iltapäivätoiminta / Töölön ala-aste, Opetustoimi|60.182884,24.92204
Ravintola Tapas Y Tinto|60.17193,24.946856
Gymnasiet svenska normallyceum, hälsovård för studerande|60.163277,24.950687
Kuitinmäen päiväkoti|60.17446,24.72376
Poutamäen koirapuisto |60.215805,24.857565
Teatteri Takomo|60.162285,24.939434
Alueellinen keräyspiste, Varistonkuja / Varistontie|60.26679,24.816116
Palstaviljelyalue Koivukylän sos.dem. työväenyhdistys ry|60.31463,25.06088
Suomen Pankin rahamuseo|60.17018,24.953144
Alueellinen keräyspiste, Pursimiehenkatu 4|60.160564,24.941021
Kämp Spa|60.168625,24.94706
Puisto, lähivirkistysalue tai vastaava|60.29481,24.89431
Galleria Dix|60.16426,24.939249
Helsingin Tanssiopisto|60.161034,24.945612
Rantakioski|60.175026,24.980251
Risulanmäen koirapuisto|60.256416,24.956434
Koulu- ja opiskeluterveydenhuolto / Mårtensdals skola|60.28009,24.845592
Ryhmäperhepäiväkoti Poukama|60.211002,25.144354
Kiinteistövirasto, Helsinki|60.168762,24.95021
Sockenbacka lågstadieskola|60.229046,24.849874
Tehtaanpuiston koirapuisto |60.158184,24.937801
Vesalan liikuntapuisto|60.24611,25.082977
Remake EkoDesign Oy|60.18036,24.952284
As Oy Postipuuntie 8|60.22211,24.823294
HUS-Röntgen Syöpätautien klinikka|60.190323,24.908272
Puisto, lähivirkistysalue tai vastaava|60.287323,25.129126
Gymnasiet Lärkan Haga lågstadieskola, hälsovård för studerande|60.21669,24.89097
Helsingin tekniikan alan oppilaitos, Käpylän yksikkö, laboratorioala 2013-2014|60.219887,24.956356
Leikkipaikka Laajasalon urheilupuisto|60.17761,25.060337
Aluekeräyspiste, Kyläsaarenkatu 8|60.193523,24.9797
Alueellinen keräyspiste, Eerikinkatu / Köydenpunojankatu|60.163418,24.924608
Pohjois-Leppävaaran hammashoitola|60.227127,24.811628
Puisto, lähivirkistysalue tai vastaava|60.33037,25.032093
Malmitalo, Tietotekniikan mikrotupa|60.250507,25.014967
Helsingin käräjäoikeus|60.162865,24.902225
Sikurimyllynpuisto,Vermon leikkipaikka|60.22017,24.841797
Merisatamanrannan venesatama|60.154327,24.946451
Pitäjän pienryhmäkoti|60.20457,24.948858
Metropolian Leppävaaran liikuntasali|60.22169,24.805561
Kierrätyspiste, Helsingin Varaosakellari Oy|60.262108,25.059282
Viinakupu (saari)|60.12069,24.945843
Artek|60.166775,24.946287
Formverk|60.163677,24.941862
Leikkipaikka Katajaharjuntie|60.16828,24.856781
Iltapäivätoiminta / Mellunmäen ala-aste, Opetustoimi 2013-2014|60.23268,25.121386
Kierrätyspiste, Valkoisenlähteentie 49|60.29906,25.053707
Kivenlahti, kirjastoautopysäkki|60.147118,24.649519
Everstinkadun päiväkoti|60.21338,24.825235
Kampin metroasema|60.169067,24.931694
Puisto, lähivirkistysalue tai vastaava|60.288242,24.93967
Osuustoiminta|60.185577,24.962152
Alueellinen keräyspiste, Myllytuvantie 1|60.22721,25.063099
HUS-Röntgen Tapiolan terveysasema|60.178364,24.79744
Puisto, lähivirkistysalue tai vastaava|60.340702,25.103952
Puisto, lähivirkistysalue tai vastaava|60.283016,25.094984
Alueellinen keräyspiste, Maratontie 25 B|60.250843,25.090033
Kimaran päiväkoti|60.282673,24.779081
Perhepäivähoito Munkkiniemi-Pitäjänmäki|60.206924,24.85461
Galleria Maria|60.17143,24.956097
Suomenlinnan uimaranta|60.141502,24.984089
Englantilainen koulu, kouluterveydenhuolto|60.193573,24.89586
Alueellinen keräyspiste, Kalkkivuorentie / Vesuritie|60.274437,25.067997
Iltapäivätoiminta / Aurinkolahden peruskoulu, Auringonpilkun ryhmä / 2 toimintayksikkö 490001, työpiste 100022, Varhaiskasvatustoimi 2013-2014|60.2024,25.148138
Heka-Myllypuro Oy|60.220715,25.077753
Eftermiddagsverksamhet / Östersundom skola, Nano; lasten ja nuorten Kerhotoiminta Oy|60.261852,25.211702
Konalan kentän tenniskentät|60.236664,24.850616
Caisa|60.171623,24.945972
Vantaan taidemuseo|60.26092,24.854353
Westendinpuiston koulun kenttä|60.164013,24.793585
Helsingin taidemuseo, kokoelmat, julkinen taide|60.169876,24.931782
Rastilan kartano|60.206745,25.120749
Hotelli Seurahuone Helsinki|60.169895,24.93969
Ravintola Lyon|60.181072,24.927181
Pakilan Montessori leikkikoulu|60.24526,24.95979
Laivurinrinteen koirapuisto |60.16237,24.94271
Haukilahden neuvola|60.16003,24.78239
Meilahden yläasteen koulu|60.194187,24.89829
Kuninkaantien asumisyksikkö|60.22653,24.68835
Suurmetsän kenttä|60.26161,25.084497
Palvelukeskus Saunabaarin opetuspaikka|60.227745,24.92623
Matinsyrjän kenttä|60.164856,24.751236
Kuusijärven suunnistusalue|60.311783,25.134668
Alueellinen keräyspiste, Kukkumäenportti|60.176704,24.673113
Daghemmet Månsas lågstadieskolas förskola|60.227585,24.930128
Honey Monsters - englanninkielinen kielikylpypäiväkoti|60.20121,24.68174
Kierrätyspiste, Autopalvelu Teuvo J. Saarinen Oy|60.271244,25.07567
Puisto, lähivirkistysalue tai vastaava|60.325207,25.010405
Leikkipaikka Renginmäki|60.243946,24.861506
Iltapäivätoiminta / Maunulan ala-aste, Opetustoimi|60.22817,24.929369
Työväenopiston Kivenlahden opetuspaikka|60.153748,24.635296
Aleksi 13|60.16918,24.946068
Iltapäivätoiminta / Meilahden srk: Meilahden kirkko, Helsingin seurakuntayhtymä|60.192924,24.904226
Räävelinpuisto|60.18714,24.587955
Love Helsinki|60.166145,24.921108
Galleria Pirkko-Liisa Topelius|60.163635,24.947716
Galleria Majakka|60.18808,24.958292
Rantasipi Airport Congress Center|60.296257,24.962187
Kirkkojärven koulu liikuntasali|60.20974,24.663424
Villa Junghans, työväenopiston opetuspaikka|60.207104,24.727922
Ravintola Savotta|60.16888,24.952822
Lääkinnällinen kuntoutus|60.193058,24.917475
Kottby lågstadieskola|60.217438,24.956486
As Oy Matinkallio 8|60.163467,24.747066
Hakunilanrinteen sivukoulun pallokenttä|60.27033,25.101414
Hirvi|60.17129,24.9314
Puisto, lähivirkistysalue tai vastaava|60.323853,25.0959
Karakallion neuvola|60.22906,24.76181
Sörnäisten metroasema|60.187695,24.960798
Koivumankkaan päiväkoti, kirjastoautopysäkki|60.1839,24.784124
Taito Shop Helsky|60.166958,24.95061
As Oy Sokerilinnantie 5|60.215725,24.81319
Iltapäivätoiminta / Pakilan lastenpaikka, Vapaan kokeilukoulun kannatusyhdistys ry|60.238808,24.962126
Ryhmäperhepäiväkoti Pikku-Mylly, varakoti|60.23171,25.075542
Hallintopalvelu|60.1879,24.969141
Kela, Helsinki / Itäkeskus|60.21059,25.078505
Puisto, lähivirkistysalue tai vastaava|60.350792,25.071238
Radisson Blu Royal Hotel|60.16804,24.929102
Palvelukoti Sylvi|60.226814,24.742826
Soukan palvelutalo, työväenopiston opetuspaikka|60.140167,24.669714
Töölön yhteiskoulu, kouluterveydenhuolto|60.185265,24.92364
Merimelojien maja|60.18171,24.912241
Albert Edelfeltin puisto + leikkipaikka|60.21579,24.774878
Alueellinen keräyspiste, Lokitie 33|60.209724,25.127016
Vuoksela|60.19556,24.805014
Alueellinen keräyspiste, Puistolan raitti 16|60.270134,25.053623
Bar Llamas|60.16332,24.942583
Alueellinen keräyspiste, Raitamäentie 2 / Vartiokyläntie|60.220844,25.107016
Arcum tendit Apollo|60.166508,24.929123
Musiikkiopisto, Laajavuori|60.27749,24.84761
Mäkkylän koulun kenttä|60.227737,24.830103
Mainingin koulu, työväenopiston opetuspaikka|60.152718,24.643589
Asematien tenniskenttä|60.21495,24.711857
Ravintola Bellevue|60.168613,24.961596
Toimitilat, Helsingin sähköinen asiointipalvelu|undefined,undefined
Länsimäen koulu, Pallaksen koripallokenttä|60.248142,25.113497
Tapolan lentopallokenttä|60.341248,24.831362
Risto Rytin muistomerkki|60.17762,24.928991
Krakanpuiston pallokenttä|60.286854,24.940956
Pirkkolan liikuntapuiston kenttien kuntosali|60.232197,24.910662
Vire koti Merivirta|60.154102,24.637093
Viertolan vastaanottokoti/Puntari|60.296513,25.022745
Viherkallionrinne, Kahiseva|60.230305,24.75092
Puisto, lähivirkistysalue tai vastaava|60.278973,24.966545
Lakelan kenttä|60.20952,24.655201
Puisto, lähivirkistysalue tai vastaava|60.288815,25.04364
Kouluravintola, Heltech-Vallila|60.193428,24.953184
Kauklahden nuorisotila|60.18875,24.594767
Daghemmet Stigen|60.227585,24.930128
Kouluravintola, Oulunkylän aa, sk|60.232647,24.980127
Ravintola Katsomo|60.16664,24.947369
Puisto, lähivirkistysalue tai vastaava|60.33461,25.097597
Forum Box- Tila taiteelle|60.16164,24.924793
Paloheinän jäähalli|60.25346,24.917088
Alueellinen keräyspiste, Kirkonkyläntie 89 / Tapaninkyläntie|60.264103,24.983215
Mankkaan koulu liikuntasali|60.19255,24.778461
Puisto, lähivirkistysalue tai vastaava|60.28023,25.082993
Iltapäivätoiminta / Kaisaniemen ala-aste, Opetustoimi 2013-2014|60.173294,24.947826
Strömbergin puiston koirapuisto|60.21964,24.867958
Kaupungintalon WLAN-tukiasema|60.1678,24.95331
Kuurinniityn kenttä|60.195255,24.710407
Leikkipaikka Von Glanin puisto|60.247112,24.866909
Rakennusviraston viestintäyksikkö|60.16588,24.948162
Kierrätyspiste, Lähderanta/Lähdeaukio|60.241333,24.739372
Kierrätyspiste, Peijaksentie 2 / Päiväkummuntie|60.315594,25.099855
Päiväkoti Onnentupa|60.208694,24.662497
As Oy Solmukuja 2|60.148018,24.658007
Iltapäivätoiminta / Pukinmäen peruskoulu / Pukinmäki (TOI) / 2 toimintayksikkö 490001, työpiste 100022, Varhaiskasvatustoimi 2013-2014|60.249958,24.990788
Kyyhkyspuiston päiväkoti|60.22841,24.80978
Puisto, lähivirkistysalue tai vastaava|60.328014,25.024054
Leppävaaran uimahalli|60.22614,24.803587
Alueellinen keräyspiste, Helytie 1-3|60.22499,25.099127
Kannelmäen kentän tenniskentät|60.243916,24.876654
Taidekoti Kirpilä|60.1778,24.92699
Café Esplanad|60.168095,24.944304
Kahluuallas, Leikkipuisto Linja|60.18287,24.94417
Kurkimäen kentän tenniskentät|60.23377,25.068111
Tarkastusvirasto|60.168484,24.95131
Päiväkoti Humiseva|60.243027,24.767035
Lippajärven uimaranta|60.23119,24.734344
Harmopuiston koira-aitaus|60.278416,25.10106
Kahluuallas, Leikkipuisto Vallila|60.197807,24.960732
Vallilan väestöhälytin|60.195698,24.950747
Malminkartanon koirapuisto |60.24513,24.849964
Kauklahden urheilukenttä|60.18376,24.578484
Laajakorvenpuiston koira-aitaus|60.283817,24.845991
Retkipäivä vuorella|60.228092,24.885933
Sorlammen luontopolku|60.249084,24.592144
Simpukka -teoskokonaisuus|60.190258,24.951223
Viherkallion koulu liikuntasali|60.229706,24.742208
Puisto, lähivirkistysalue tai vastaava|60.25691,24.847563
Puisto, lähivirkistysalue tai vastaava|60.2848,25.129189
Namaskaar|60.18856,24.91736
Leikkis|60.1497,24.639032
Galleria Art Alex|60.169273,24.948788
Ryhmäperhepäiväkoti Kaivolahti|60.18772,25.037737
Puisto, lähivirkistysalue tai vastaava|60.279785,25.084564
Purolaakso|60.284634,24.75056
Alueellinen keräyspiste, Kuutie 9|60.266327,25.035406
Naulakallionpuiston koirapuisto|60.23328,25.112507
As Oy Soukankuja 9|60.13704,24.667873
Pasilan Vanhat Veturitallit|60.196674,24.933043
Niitty-Nummen hoitokoti Oy|undefined,undefined
Puisto, lähivirkistysalue tai vastaava|60.273952,24.863348
Omnia, starttipaja|60.213947,24.72213
Kartanonpuiston päiväkoti|60.215176,24.813627
Eestinkallion koulu liikuntasali|60.166096,24.68381
Kalevala Korun & Lapponia Jewelryn tehtaanmyymälä|60.21999,24.867163
Matinkylän uimaranta ja avanto|60.15196,24.759903
As Oy Timpurinkuja 2|60.222393,24.813948
Alueellinen keräyspiste, Parolantie / Mankkaanlaaksontie|60.180992,24.758842
Iltapäivätoiminta / Taivallahden peruskoulu / Väinölän ryhmä (TOI) / 1 toimintayksikkö 334001, työpiste 100011, Sosiaalitoimi|60.169003,24.92647
FiskarsForum|undefined,undefined
Kierrätyspiste, Ostostie 6|60.238167,25.083174
Päiväkoti Esikko|60.15828,24.737726
Ympäristö, Suomi.fi|undefined,undefined
Ravintola Yläkerho/Suomenlinnan Päällystökerho|60.148262,24.983437
Alueellinen keräyspiste, Vanha Sotilastie 14 / Jollaksentie 15|60.16509,25.055235
Puisto, lähivirkistysalue tai vastaava|60.299965,24.896029
Työväen Akatemia|60.221516,24.71797
Puisto, lähivirkistysalue tai vastaava|60.28088,25.11963
Rantaraitti|60.14991,24.753527
Leikkipaikka Rukkilan puisto|60.25293,24.862028
Puisto, lähivirkistysalue tai vastaava|60.27924,24.908022
Helsingin Kristillinen koulu 2013-2014|60.262848,25.08499
Eftermiddagsverksamhet / Minervaskolan / Mysis eftis, Utbildningsverket 2013-2014|60.17577,24.925644
Martinlaakson nuorisotila|60.275986,24.844149
Syntymä / Creazione spaziale|60.20396,24.950554
Alueellinen keräyspiste, Sähköttäjänkatu / Resiinakuja|60.197845,24.939205
Pasilan pääkirjaston opetuspaikka|60.20084,24.935846
Alueellinen keräyspiste, Merkuriuksentie 2|60.280067,25.028067
SMPS-Espoon Meripelastajat ry|60.154903,24.776356
Espoon vammaiskuntoutus EKKU|60.21798,24.785975
Hevosenkenkä Nukketeatteri|60.184906,24.755896
Gruppfamiljedaghemmet Björken|60.19222,25.033794
Porkkalankatu 20, Ruoholahden Poijut (Sodexo)|60.16375,24.910362
Haruspuiston koirapuisto|60.20144,25.12145
Leikkipaikka Ensipuistikko|60.155815,24.941875
Järvenperän hammashoitola|60.23907,24.705507
Koivukylän koulun liikuntasali|60.324886,25.076572
Puisto, lähivirkistysalue tai vastaava|60.29645,25.042257
Leppävaaran nuorisotila, työväenopiston opetuspaikka|60.22627,24.807735
Salmi|60.401386,24.494692
Puisto, lähivirkistysalue tai vastaava|60.344543,25.089586
Haaga-Helia ammattikorkeakoulu Haaga hotelli- ja ravint, opiskeluterveydenhuolto|60.218193,24.906713
Mikkolan nuorisotila|60.34148,25.096096
Daghemmet Anna|60.183586,24.94215
Puisto, lähivirkistysalue tai vastaava|60.25757,24.848877
Päiväkoti Wilhola|60.172268,24.944693
Helsingin Rudolf Steiner-koulu, Leh, kouluterveydenhuolto|60.196465,24.907461
Puolarmetsän kuntoutusyksikkö|60.17501,24.705126
Laajalahden kirjasto, työväenopiston opetuspaikka|60.204216,24.806044
Alueellinen keräyspiste, Reunarinne 1 / Riipiläntie 145|60.38509,24.836885
Haaga 1 lähipalvelualue|60.2056,24.894722
Työväenopisto, Helsinki|60.186127,24.949228
Alueellinen keräyspiste, Purolehto / Niipperintie|60.278492,24.75059
Kummelivuori|60.1667,24.620058
Gekko|60.169605,24.933294
Fairytale|60.187656,24.957428
Marjalaxin päiväkoti, kirjastoautopysäkki|60.17394,24.737276
Hoitokoti Annala|undefined,undefined
Oittaan luontopolku|60.24254,24.65451
Vuosaaren kentän tenniskentät|60.218163,25.136269
Ansa|60.185314,24.952564
As Oy Ansatie 21|60.231083,24.721966
Kouluravintola, Itäkeskuksen pk|60.213913,25.074726
Malmi yleislääketieteen päivystys|60.16744,24.922728
Sophie Mannerheimin koulu, sivupiste 2|60.192482,24.927227
Dickursby skolan liikuntasali|60.295784,25.058603
Puisto, lähivirkistysalue tai vastaava|60.31956,24.842983
Ytterskär (ulkosaari)|60.091057,24.934301
Kalmuurin vapaanurmi|60.358864,25.08073
Eftermiddagsverksamhet / Nordsjö lågstadieskola, Folkhälsan Syd Ab 2013-2014|60.208645,25.139114
Helsingin Saksalainen koulu 2013-2014|60.166912,24.931969
Kierrätyspiste, Kantelettarentie 1|60.236668,24.889242
Länsi-Uudenmaan maistraatti / Espoon yksikkö |60.17373,24.802027
As Oy Holmankorpi 3|60.172825,24.710587
Savikkapuiston lentopallokenttä|60.297203,25.024826
Alueellinen keräyspiste, Henkivartijantie 1|60.224045,24.93856
Kauniaisten skeittipuisto|60.210346,24.721437
As Oy Vallikaivanto 1|60.22836,24.817938
Ravintola Uunisaari|60.15294,24.952503
Leikkipaikka Kairakenttä|60.24033,25.109463
Iltapäivätoiminta / Länsi-Pasilan ala-aste, Opetustoimi 2013-2014|60.198906,24.924473
Merisatamanrannan koirapuisto |60.15539,24.935215
Nuuksion kansallispuisto|60.264336,24.623117
Kierrätyspiste, Atoy Autohuolto|60.20439,25.04973
Siilitien peruskoulu 2013-2014|60.209072,25.043875
Cafe Carusel|60.153744,24.94242
Vantaan taidemuseo|60.261368,24.853357
Koulu- ja opiskeluterveydenhuolto / Hakunilan koulu|60.274208,25.097723
Kohtaaminen (1)|60.201393,25.13097
Nuuksion koulu|60.26223,24.562897
Kannelmäen peruskoulu, sivukoulu 1 2013-2014|60.24849,24.882793
Tervasaaren amfiteatteri|60.173676,24.96838
As Oy Kipparinkuja 1|60.149616,24.648321
Oulunkylän yhteiskoulun lukio, opiskeluterveydenhuolto|60.235916,24.96325
Riihilahden perhekoti Oy |undefined,undefined
Aarnikoti|60.34605,25.113712
Bright Beginners Learning Centre|60.147526,24.881496
As Oy Ukkohauentie 4|60.16368,24.775162
Puisto, lähivirkistysalue tai vastaava|60.309643,25.008574
Ravintola La Mer|60.177746,24.95099
Puisto, lähivirkistysalue tai vastaava|60.321808,25.103874
Pohjois-Espoo, matonpesupaikka|60.283047,24.743559
Bergans daghem|60.21175,24.821709
Kallion lukio, opiskeluterveydenhuolto|60.183876,24.955107
As Oy Tiistiläntörmä 3|60.1562,24.735798
Vindängens daghem|60.170918,24.799232
Jalavapuiston koulu, työväenopiston opetuspaikka|60.196182,24.665545
Katse tulevaisuuteen|60.186592,24.908625
Jakomäen luonnonjääkenttä|60.261288,25.081625
Puisto, lähivirkistysalue tai vastaava|60.29151,25.099148
Puisto, lähivirkistysalue tai vastaava|60.319057,25.010042
Ryhmäperhepäiväkoti Pikkuhilla|60.20516,24.894506
Pallopuiston pallokenttä|60.249588,25.090588
Rekolan suunnistusalue|60.32999,25.093925
Alueellinen keräyspiste, Partiotie / Viinentie|60.227238,24.863634
Ryhmäperhepäiväkoti Harlekiini|60.18226,24.925827
Opiskelijaravintola, Teli Agricolankatu|60.18465,24.956404
Matkailutoimisto, kongressiyksikkö|60.16815,24.950733
Alueellinen keräyspiste, Lars Sonckin tie 8|60.18233,25.014305
Leppävaaran Urheilupuiston tekonurmi 1|60.22451,24.80098
Julius af Lindforsin rintakuva|60.18578,24.932505
Hotel Skatta|60.16646,24.966822
Vuorovaikutusyksikkö|60.24254,25.01323
Leirivälinelainaamo|60.155937,24.712463
Miun Shop|60.164845,24.9395
Eteva, Vantaa asumispalvelut 1/Nahkis|60.347565,25.106058
Puisto, lähivirkistysalue tai vastaava|60.279984,24.902382
Leikkipaikka Jokiniemenpuisto|60.229465,24.973108
Rautkallionpuiston lentopallokenttä|60.323196,25.069456
Helsinki Airport Congress|60.31813,24.969183
Korkeasaari-kauppa|60.175026,24.980251
Puisto, lähivirkistysalue tai vastaava|60.347794,25.059458
Roihuvuoren koirapuisto|60.202347,25.050556
Syystien monipuolinen palvelukeskus/Palvelukeskus|60.25529,24.99727
Helsingin Väestönsuojelumuseo|60.176033,24.952469
Satupuu|60.15406,24.634752
Puisto, lähivirkistysalue tai vastaava|60.321625,25.082773
